Raman shift	Spent	Raman shift	Fresh
cm^-1		cm^-1	
1741.87	34.8571428571429	1741.87	26.2857142857143
1746.34	35.4857142857143	1746.34	23.7857142857143
1750.82	32.8714285714286	1750.82	23.5571428571429
1755.29	35.7142857142857	1755.29	28.1428571428571
1759.76	36.1714285714286	1759.76	26.3142857142857
1764.23	34.5285714285714	1764.23	24.3428571428571
1768.7	33.7142857142857	1768.7	27.8428571428571
1773.17	35.2857142857143	1773.17	29.1571428571429
1777.63	34.1	1777.63	27.8571428571429
1782.1	30.7285714285714	1782.1	24.6714285714286
1786.56	29.3857142857143	1786.56	25.4285714285714
1791.02	32.0428571428571	1791.02	24.3428571428571
1795.48	33.2142857142857	1795.48	25.1428571428571
1799.94	32.1428571428571	1799.94	24.4857142857143
1804.4	35.4428571428571	1804.4	24.8571428571429
1808.86	36.8714285714286	1808.86	22.3571428571429
1813.31	33.5714285714286	1813.31	22.8857142857143
1817.76	30.4857142857143	1817.76	24.9428571428571
1822.21	33.6285714285714	1822.21	23.9142857142857
1826.66	33.1857142857143	1826.66	21.2285714285714
1831.11	30.5428571428571	1831.11	21.1285714285714
1835.56	32.6857142857143	1835.56	24.2142857142857
1840.01	34.1714285714286	1840.01	21.7714285714286
1844.46	31.5428571428571	1844.46	22.5857142857143
1848.9	31.5428571428571	1848.9	23.7285714285714
1853.34	36.1571428571429	1853.34	24.9714285714286
1857.78	36.6142857142857	1857.78	22.5857142857143
1862.22	31.8	1862.22	22.3857142857143
1866.66	32.9857142857143	1866.66	23.9571428571429
1871.1	36.6285714285714	1871.1	24.1
1875.53	34.0142857142857	1875.53	22.6857142857143
1879.96	30.9428571428571	1879.96	23.1857142857143
1884.4	35.1571428571429	1884.4	24.7142857142857
1888.83	39.1714285714286	1888.83	24.3
1893.26	35.4	1893.26	23.4285714285714
1897.69	31.7142857142857	1897.69	26.9857142857143
1902.11	35.3428571428571	1902.11	28.4714285714286
1906.54	35.6714285714286	1906.54	25.8714285714286
1910.96	31.3142857142857	1910.96	22.8
1915.39	31.5714285714286	1915.39	25.3428571428571
1919.8	37.8142857142857	1919.8	27.0857142857143
1924.23	38.1285714285714	1924.23	26.1428571428571
1928.64	35.2714285714286	1928.64	25.5142857142857
1933.06	39.2	1933.06	29.0142857142857
1937.48	42.0285714285714	1937.48	28.5428571428571
1941.89	36.5428571428571	1941.89	26.8857142857143
1946.3	32.4428571428571	1946.3	27.4714285714286
1950.72	36.2285714285714	1950.72	30.4
1955.13	39.7857142857143	1955.13	26.5142857142857
1959.53	37.9571428571429	1959.53	24.2857142857143
1963.94	34.4428571428571	1963.94	26.2857142857143
1968.35	33.3428571428571	1968.35	30.1
1972.76	32.5714285714286	1972.76	26.1857142857143
1977.16	34.2285714285714	1977.16	23.8
1981.56	38.1285714285714	1981.56	28
1985.96	40.1714285714286	1985.96	31.6571428571429
1990.36	38.2285714285714	1990.36	27.2571428571429
1994.76	35	1994.76	24
1999.16	35.6571428571429	1999.16	27.1714285714286
2003.55	32.9	2003.55	27
2007.94	32.7142857142857	2007.94	26.4714285714286
2012.33	35.4285714285714	2012.33	27.1714285714286
2016.73	41.1	2016.73	27.7714285714286
2021.12	37.4428571428571	2021.12	24.2
2025.5	35.2571428571429	2025.5	26.2714285714286
2029.89	38.4	2029.89	27.1571428571429
2034.28	40.8	2034.28	23.3142857142857
2038.66	37.9	2038.66	19.6
2043.04	37.4857142857143	2043.04	21.7
2047.43	35.4571428571429	2047.43	24.5571428571429
2051.81	32.8428571428571	2051.81	22.2571428571429
2056.19	34.1285714285714	2056.19	22.1428571428571
2060.56	40.0142857142857	2060.56	25.4857142857143
2064.94	38.7857142857143	2064.94	26.6428571428571
2069.31	36.7857142857143	2069.31	25.8857142857143
2073.69	39.1285714285714	2073.69	25.4428571428571
2078.06	42.1	2078.06	25.5428571428571
2082.43	37.8285714285714	2082.43	21.9571428571429
2086.8	34.8142857142857	2086.8	24.3142857142857
2091.17	37.6571428571429	2091.17	28.3857142857143
2095.53	41.9	2095.53	27.0714285714286
2099.9	38.5714285714286	2099.9	22.0857142857143
2104.26	37.1428571428571	2104.26	25.5857142857143
2108.62	40.9428571428571	2108.62	29.5142857142857
2112.98	42.0571428571428	2112.98	28.3571428571429
2117.35	39.2	2117.35	24.0571428571429
2121.7	37.7285714285714	2121.7	29.6714285714286
2126.06	39.5285714285714	2126.06	32.8285714285714
2130.42	40.8714285714286	2130.42	29.7571428571429
2134.77	37.5714285714286	2134.77	22.8857142857143
2139.12	37.3	2139.12	28
2143.47	39.3	2143.47	27.1142857142857
2147.83	40.0857142857143	2147.83	24.7142857142857
2152.17	37.9285714285714	2152.17	24.9285714285714
2156.52	38.5571428571429	2156.52	32.2714285714286
2160.87	42.8857142857143	2160.87	29.5714285714286
2165.21	39.2714285714286	2165.21	23.9714285714286
2169.56	38.7285714285714	2169.56	26.5857142857143
2173.9	38.2571428571429	2173.9	29.1428571428571
2178.24	41.6571428571429	2178.24	28.4285714285714
2182.58	39.5714285714286	2182.58	25.3142857142857
2186.92	38.0142857142857	2186.92	29.7
2191.25	39.0571428571428	2191.25	27.7285714285714
2195.59	40.8714285714286	2195.59	23.4285714285714
2199.92	39.4857142857143	2199.92	22.8285714285714
2204.26	38.6285714285714	2204.26	28.8142857142857
2208.59	43.6857142857143	2208.59	29.0428571428571
2212.92	44.8142857142857	2212.92	27.3571428571429
2217.25	43.2142857142857	2217.25	28.2285714285714
2221.57	42.8285714285714	2221.57	30.7
2225.9	43.9571428571429	2225.9	27.3428571428571
2230.22	41.9714285714286	2230.22	25.0714285714286
2234.55	39.1285714285714	2234.55	26.3428571428571
2238.87	43.4142857142857	2238.87	26.6285714285714
2243.19	43.8857142857143	2243.19	22.7285714285714
2247.51	45.5571428571429	2247.51	26.6285714285714
2251.83	45.0285714285714	2251.83	33.9714285714286
2256.14	49.2714285714286	2256.14	35.4428571428571
2260.46	48.4571428571429	2260.46	28.6142857142857
2264.77	49.3857142857143	2264.77	29.7571428571429
2269.09	50.9571428571429	2269.09	32.6857142857143
2273.4	50.0142857142857	2273.4	31.1857142857143
2277.71	46.8571428571429	2277.71	25.4
2282.02	44.6714285714286	2282.02	28.1285714285714
2286.32	44.5285714285714	2286.32	29.7142857142857
2290.63	43.9571428571429	2290.63	29.2285714285714
2294.94	43.6714285714286	2294.94	28.3
2299.24	47.3714285714286	2299.24	30.9571428571429
2303.54	49.4714285714286	2303.54	27.4571428571429
2307.84	46.7714285714286	2307.84	25.9571428571429
2312.14	42.4285714285714	2312.14	29.4285714285714
2316.44	45.0428571428571	2316.44	30.0857142857143
2320.73	53.0714285714286	2320.73	36.9285714285714
2325.03	78.8714285714286	2325.03	66.2714285714286
2329.32	110.328571428571	2329.32	110.557142857143
2333.62	124.157142857143	2333.62	122.542857142857
2337.91	108.685714285714	2337.91	107.557142857143
2342.2	95.6428571428571	2342.2	94.0428571428571
2346.49	102.842857142857	2346.49	101.6
2350.78	96.1285714285714	2350.78	89.9285714285714
2355.06	73.3142857142857	2355.06	63.2714285714286
2359.35	49.3142857142857	2359.35	42.1
2363.63	49.2	2363.63	34.7285714285714
2367.91	44.6571428571429	2367.91	28.7142857142857
2372.19	41.5714285714286	2372.19	27.4714285714286
2376.47	42.1571428571429	2376.47	32.8142857142857
2380.75	47.5	2380.75	28.6857142857143
2385.03	44.3857142857143	2385.03	25.6285714285714
2389.3	41.0428571428571	2389.3	28.1
2393.58	45.8857142857143	2393.58	31.7714285714286
2397.85	45.3714285714286	2397.85	28.7285714285714
2402.12	42.6285714285714	2402.12	26.5428571428571
2406.39	42.2142857142857	2406.39	31.5714285714286
2410.66	49.2142857142857	2410.66	29.3571428571429
2414.93	47.7857142857143	2414.93	23.9571428571429
2419.2	44.9	2419.2	21.6285714285714
2423.46	43.3142857142857	2423.46	29.8428571428571
2427.72	45.4857142857143	2427.72	28.9142857142857
2431.99	44.3285714285714	2431.99	23.8285714285714
2436.25	42.0571428571429	2436.25	24.0714285714286
2440.51	45.8571428571429	2440.51	28.8428571428571
2444.77	51.7285714285714	2444.77	27.2857142857143
2449.02	49.4428571428572	2449.02	26.6428571428571
2453.28	45.2857142857143	2453.28	28.8571428571429
2457.53	46.3	2457.53	29.1142857142857
2461.79	47	2461.79	23.6571428571429
2466.04	44.8428571428571	2466.04	23.6285714285714
2470.29	46.6428571428571	2470.29	26.5142857142857
2474.54	48.5142857142857	2474.54	25.0285714285714
2478.79	44.5142857142857	2478.79	21.1571428571429
2483.03	42.1	2483.03	23.5571428571429
2487.28	47.1428571428571	2487.28	27.3285714285714
2491.52	50.9142857142857	2491.52	26.5142857142857
2495.77	48.9857142857143	2495.77	25.8428571428571
2500.01	48.9571428571429	2500.01	30.5
2504.25	49.9714285714286	2504.25	30.6571428571429
2508.49	48.7	2508.49	24.7571428571429
2512.72	47.4428571428571	2512.72	24.6
2516.96	47.7	2516.96	29.7285714285714
2521.2	46.2285714285714	2521.2	32.5714285714286
2525.43	45.8285714285714	2525.43	27.8142857142857
2529.66	44.6571428571429	2529.66	27.7714285714286
2533.89	47.2285714285714	2533.89	29.1428571428571
2538.12	45.1571428571429	2538.12	29.6428571428571
2542.35	45.3857142857143	2542.35	28.9
2546.58	45.8857142857143	2546.58	30.3142857142857
2550.8	50.8	2550.8	29.0571428571429
2555.03	50.1857142857143	2555.03	26.2428571428571
2559.25	46.6428571428571	2559.25	27.7285714285714
2563.48	49.1285714285714	2563.48	30.8285714285714
2567.7	50.9714285714286	2567.7	29.3714285714286
2571.92	49.8	2571.92	27
2576.13	45.6714285714286	2576.13	29.9714285714286
2580.35	47	2580.35	29.7
2584.57	49.7	2584.57	24.1857142857143
2588.78	52.1285714285714	2588.78	22.5428571428571
2592.99	54.0857142857143	2592.99	26.1714285714286
2597.2	55.8428571428571	2597.2	28.7142857142857
2601.41	52.9	2601.41	27.8857142857143
2605.62	50.1714285714286	2605.62	31.4
2609.83	48.1857142857143	2609.83	29.7571428571429
2614.04	48.2285714285714	2614.04	26.2142857142857
2618.24	46.8714285714286	2618.24	24.0285714285714
2622.45	51.3428571428571	2622.45	30.5714285714286
2626.65	54.1714285714286	2626.65	30.9428571428571
2630.85	49.4	2630.85	25.5571428571429
2635.05	46.4571428571429	2635.05	24.2714285714286
2639.25	49.8571428571429	2639.25	28.4571428571429
2643.45	53.8571428571429	2643.45	26.6142857142857
2647.65	51.4571428571429	2647.65	20.8428571428571
2651.84	50.0857142857143	2651.84	23.7428571428571
2656.03	49.9571428571429	2656.03	27.0571428571429
2660.23	53.5428571428571	2660.23	26.2
2664.42	52.8857142857143	2664.42	24.7
2668.61	52.5857142857143	2668.61	30.0714285714286
2672.8	54.9285714285714	2672.8	28.2142857142857
2676.98	54.4714285714286	2676.98	24.3714285714286
2681.17	50.5571428571429	2681.17	25.7857142857143
2685.35	53.5285714285714	2685.35	31.8571428571429
2689.54	58.4428571428572	2689.54	30.3857142857143
2693.72	55.4857142857143	2693.72	25.3428571428571
2697.9	51.7857142857143	2697.9	28.2857142857143
2702.08	56.1571428571429	2702.08	27.9142857142857
2706.26	57.8857142857143	2706.26	25.6857142857143
2710.44	54.0142857142857	2710.44	24.7571428571429
2714.61	52.3714285714286	2714.61	30.4
2718.79	55.7285714285714	2718.79	29.5571428571429
2722.96	52.4285714285714	2722.96	28.8571428571429
