Raman shift	Spent	Raman shift	Fresh
cm^-1		cm^-1	
2727.13	48.1428571428571	2727.13	31.4
2731.3	53.0857142857143	2731.3	29.1571428571429
2735.47	58.7857142857143	2735.47	25.4285714285714
2739.64	58.2285714285714	2739.64	24.2
2743.81	56.3571428571429	2743.81	30.4142857142857
2747.97	58.6285714285714	2747.97	28.3285714285714
2752.14	55.8571428571429	2752.14	27.0428571428571
2756.3	51.1	2756.3	27.5428571428571
2760.46	51.5857142857143	2760.46	32.3714285714286
2764.63	54.8	2764.63	27.7714285714286
2768.78	54.2428571428571	2768.78	23.4285714285714
2772.94	52.9	2772.94	27.3428571428571
2777.1	52.6714285714286	2777.1	31.3857142857143
2781.26	54.5	2781.26	29.6
2785.41	53.6857142857143	2785.41	24.5571428571429
2789.56	59.0285714285714	2789.56	29.5
2793.71	57.2285714285714	2793.71	27.5
2797.87	58.9142857142857	2797.87	26.2285714285714
2802.01	54.6142857142857	2802.01	26.4857142857143
2806.16	59.3714285714286	2806.16	31.9571428571429
2810.31	59.3571428571429	2810.31	31.2142857142857
2814.45	59.5285714285714	2814.45	27.8285714285714
2818.6	58.0857142857143	2818.6	29.4571428571429
2822.74	65.7714285714286	2822.74	29.9571428571429
2826.88	67.9714285714286	2826.88	27.0428571428571
2831.02	62.2571428571429	2831.02	24.9571428571429
2835.16	60.2714285714286	2835.16	29.1142857142857
2839.3	59.0285714285714	2839.3	31.5571428571429
2843.44	56.9428571428571	2843.44	27.7285714285714
2847.57	57.0714285714286	2847.57	27.5428571428571
2851.71	62.9714285714286	2851.71	31.2571428571429
2855.84	63.9571428571429	2855.84	29.6142857142857
2859.97	60.2285714285714	2859.97	25.7571428571429
2864.1	62.9	2864.1	25.9285714285714
2868.23	66.6285714285714	2868.23	26.8285714285714
2872.36	65.7428571428571	2872.36	24.8428571428571
2876.49	57.1428571428571	2876.49	26.2142857142857
2880.61	60.6857142857143	2880.61	31.2857142857143
2884.74	63.7142857142857	2884.74	27.8285714285714
2888.86	62.1142857142857	2888.86	22.4428571428571
2892.98	52.6857142857143	2892.98	25.4714285714286
2897.1	57.4714285714286	2897.1	31.7714285714286
2901.22	62.7714285714286	2901.22	32.8
2905.34	60.7	2905.34	26.1
2909.45	56.7571428571429	2909.45	27.6714285714286
2913.57	62.4285714285714	2913.57	27.5285714285714
2917.68	66.4857142857143	2917.68	29.5285714285714
2921.8	64.3	2921.8	28.3857142857143
2925.91	62.3571428571429	2925.91	33.2285714285714
2930.02	64.0428571428571	2930.02	30.8285714285714
2934.13	61.2714285714286	2934.13	29.8428571428571
2938.24	60.3142857142857	2938.24	30.0285714285714
2942.34	62.8	2942.34	32.3285714285714
2946.45	62.9857142857143	2946.45	28.1285714285714
2950.55	59.2142857142857	2950.55	27.2571428571429
2954.66	57.1	2954.66	32.7857142857143
2958.76	63.6285714285714	2958.76	34.9142857142857
2962.86	63.5857142857143	2962.86	28.8142857142857
2966.96	60.7714285714286	2966.96	25.4428571428571
2971.06	62.1857142857143	2971.06	29.5
2975.15	66.6571428571429	2975.15	30.2142857142857
2979.25	64.6285714285714	2979.25	25.9285714285714
2983.34	59.4428571428572	2983.34	28.8571428571429
2987.44	65.2714285714286	2987.44	31.2571428571429
2991.53	68.0285714285714	2991.53	29.9428571428571
2995.62	66.0285714285714	2995.62	26.7428571428571
2999.71	62.8	2999.71	31.3285714285714
3003.8	66.2571428571429	3003.8	32.2428571428571
3007.88	63.5	3007.88	28.9285714285714
3011.97	60.8857142857143	3011.97	26.7714285714286
3016.05	63.1571428571429	3016.05	31.2
3020.14	68.6	3020.14	31.3142857142857
3024.22	66.0142857142857	3024.22	27.4285714285714
3028.3	66.3428571428571	3028.3	27.6571428571429
3032.38	66.0285714285714	3032.38	30.4714285714286
3036.46	67.8428571428571	3036.46	28.6428571428571
3040.53	65.4	3040.53	24.5142857142857
3044.61	69.0285714285714	3044.61	27.5
3048.69	69.7571428571429	3048.69	29.5714285714286
3052.76	67.9428571428572	3052.76	29.1142857142857
3056.83	63.2857142857143	3056.83	26.9285714285714
3060.9	67.8857142857143	3060.9	29.5714285714286
3064.97	68.6142857142857	3064.97	29.8285714285714
3069.04	64.5714285714286	3069.04	28.9428571428572
3073.11	61.6	3073.11	29.7428571428571
3077.17	67.7571428571429	3077.17	29.3285714285714
3081.24	68.6714285714286	3081.24	27.7
3085.3	65.9285714285714	3085.3	27.9571428571429
3089.37	66.5857142857143	3089.37	30.4142857142857
3093.43	69.7714285714286	3093.43	28.5142857142857
3097.49	65.7714285714286	3097.49	26.0571428571429
3101.55	64.2571428571429	3101.55	28.6857142857143
3105.6	69.6142857142857	3105.6	29.9285714285714
3109.66	71.8285714285714	3109.66	31.0428571428571
3113.71	66.8571428571429	3113.71	31.4857142857143
3117.77	64.5142857142857	3117.77	33.7428571428571
3121.82	67.1142857142857	3121.82	29.8142857142857
3125.87	64.8142857142857	3125.87	26.4714285714286
3129.92	60.8428571428571	3129.92	29.5428571428571
3133.97	64.1142857142857	3133.97	33.6428571428571
3138.02	70.4571428571429	3138.02	32.0142857142857
3142.07	70.5714285714286	3142.07	27.4571428571429
3146.11	66.2285714285714	3146.11	29.1428571428571
3150.16	67.0714285714286	3150.16	30.8
3154.2	68.7	3154.2	29.0714285714286
3158.24	69.7428571428571	3158.24	28.4714285714286
3162.28	69.0857142857143	3162.28	33.5857142857143
3166.32	71.1571428571429	3166.32	33.9285714285714
3170.36	71.9142857142857	3170.36	31.3428571428571
3174.39	72.8285714285714	3174.39	31.1142857142857
3178.43	73.5142857142857	3178.43	34.7
3182.47	72.5	3182.47	31.5285714285714
3186.5	69.8	3186.5	27.7714285714286
3190.53	66.1857142857143	3190.53	30.4714285714286
3194.56	72.5428571428571	3194.56	31.5857142857143
3198.59	78.2285714285714	3198.59	28.1857142857143
3202.62	74.6857142857143	3202.62	29.2428571428571
3206.65	69.9285714285714	3206.65	36.8714285714286
3210.67	71.1428571428572	3210.67	35.6714285714286
3214.7	72.7142857142857	3214.7	26.9428571428571
3218.72	71.7714285714286	3218.72	25.9
3222.74	72.8857142857143	3222.74	29.9285714285714
3226.76	75.4714285714286	3226.76	33.0714285714286
3230.78	75.8428571428571	3230.78	27.9142857142857
3234.8	76.8857142857143	3234.8	29.3714285714286
3238.82	76.0428571428571	3238.82	28.7571428571429
3242.84	74.2285714285714	3242.84	28.7142857142857
3246.85	74.3428571428571	3246.85	27.7142857142857
3250.87	74.4857142857143	3250.87	32.5428571428571
3254.88	74.5285714285714	3254.88	32.1714285714286
3258.89	73.2857142857143	3258.89	30.1
3262.9	74.6285714285714	3262.9	33.2714285714286
3266.91	78.2857142857143	3266.91	33.8571428571429
3270.92	75.8428571428571	3270.92	31.0714285714286
3274.93	71.7	3274.93	30.4857142857143
3278.93	71.6142857142857	3278.93	32.5714285714286
3282.93	74.3857142857143	3282.93	28.1142857142857
3286.94	73.1142857142857	3286.94	26.9142857142857
3290.94	68	3290.94	29.9142857142857
3294.94	72.1142857142857	3294.94	32.6714285714286
3298.94	72.7571428571429	3298.94	27.3571428571429
3302.94	74.4857142857143	3302.94	27.5428571428571
3306.94	73.4857142857143	3306.94	32.5285714285714
3310.93	77.9285714285714	3310.93	32.9
3314.93	74.5714285714286	3314.93	29.5571428571429
3318.92	72.4285714285714	3318.92	30.7142857142857
3322.91	71.0857142857143	3322.91	36.1714285714286
3326.9	72.3857142857143	3326.9	34.2428571428571
3330.89	69.2714285714286	3330.89	29.6714285714286
3334.88	71.3428571428571	3334.88	29.1
3338.87	74.4714285714286	3338.87	34.0285714285714
3342.86	77.7857142857143	3342.86	33.7285714285714
3346.84	70.2285714285714	3346.84	31.8
3350.83	69.0285714285714	3350.83	33.4428571428571
3354.81	71.1714285714286	3354.81	32.2714285714286
3358.79	75.8142857142857	3358.79	29.8142857142857
3362.77	73.3571428571428	3362.77	29.4857142857143
3366.75	74.7285714285714	3366.75	35.4
3370.73	75.9	3370.73	33.7
3374.71	75.4	3374.71	32.4571428571429
3378.68	75.7571428571429	3378.68	33.0285714285714
3382.66	77.8857142857143	3382.66	37.0285714285714
3386.63	78.2714285714286	3386.63	33.6142857142857
3390.6	75.8142857142857	3390.6	30.4285714285714
3394.57	77.7857142857143	3394.57	32.9428571428571
3398.55	82.3	3398.55	32.7714285714286
3402.51	78.3857142857143	3402.51	27.6857142857143
3406.48	72.2428571428571	3406.48	27.9714285714286
3410.45	72.6714285714286	3410.45	32.5857142857143
3414.41	78.8714285714286	3414.41	32.6714285714286
3418.38	75.8857142857143	3418.38	30.9571428571429
3422.34	73.5714285714286	3422.34	33.0857142857143
3426.3	79.8	3426.3	34.5714285714286
3430.26	82.4571428571429	3430.26	34.1285714285714
3434.22	79.5571428571429	3434.22	31.1428571428571
3438.18	77.3	3438.18	32.5
3442.14	79.4857142857143	3442.14	33.1
3446.09	75.1714285714286	3446.09	31.8428571428571
3450.05	74.5428571428571	3450.05	30.2285714285714
3454	79.1	3454	34.9571428571429
3457.95	84.9	3457.95	34.9714285714286
3461.9	78.7	3461.9	31.1571428571429
3465.85	73.3571428571428	3465.85	27.9285714285714
3469.8	73.4428571428572	3469.8	29.4714285714286
3473.75	78.9571428571428	3473.75	30.4
3477.7	79.0714285714286	3477.7	32.7714285714286
3481.64	78.5857142857143	3481.64	36.1714285714286
3485.58	80.6857142857143	3485.58	35.6428571428571
3489.53	81.3142857142857	3489.53	34.2142857142857
3493.47	79.5428571428571	3493.47	33.5285714285714
3497.41	78.3857142857143	3497.41	34.8857142857143
3501.35	84.0428571428571	3501.35	34.5142857142857
3505.29	86.0285714285714	3505.29	34.7285714285714
3509.22	83.6857142857143	3509.22	35.2285714285714
3513.16	81.8	3513.16	35.1571428571429
3517.09	82.3571428571429	3517.09	33.5571428571429
3521.03	78.2	3521.03	33.6
3524.96	78.5	3524.96	37.0285714285714
3528.89	79.0857142857143	3528.89	35.7857142857143
3532.82	81.0285714285714	3532.82	32.1142857142857
3536.75	78.4	3536.75	33.3571428571429
3540.68	80.8428571428571	3540.68	35.6285714285714
3544.6	82.7857142857143	3544.6	33.1571428571429
3548.53	84.3571428571429	3548.53	32.6285714285714
3552.45	81.9	3552.45	34.1571428571429
3556.38	83.4571428571429	3556.38	31.6
3560.3	83.0571428571428	3560.3	30.2
3564.22	82.0714285714286	3564.22	33.8142857142857
3568.14	80.6857142857143	3568.14	38.1285714285714
3572.06	83.8714285714286	3572.06	36.8428571428571
3575.97	81.4285714285714	3575.97	31.8
3579.89	82.9428571428571	3579.89	31.2285714285714
3583.81	86.3857142857143	3583.81	36.0428571428571
3587.72	89.6714285714285	3587.72	35.9857142857143
3591.63	86.5428571428571	3591.63	31.2857142857143
3595.54	84.6428571428572	3595.54	30.0714285714286
3599.45	85.7142857142857	3599.45	31.8428571428571
3603.36	84.7714285714286	3603.36	30.5142857142857
3607.27	85.5142857142857	3607.27	29.1714285714286
3611.18	88.0285714285714	3611.18	32.7
3615.08	88.0857142857143	3615.08	34.3428571428571
3618.99	84.7857142857143	3618.99	32.2
3622.89	83.3142857142857	3622.89	31.7571428571429
3626.79	88.1142857142857	3626.79	34.2285714285714
3630.7	89.5714285714286	3630.7	31.7714285714286
3634.6	91.5428571428571	3634.6	30.0142857142857
3638.49	90.5285714285714	3638.49	33.0571428571429
3642.39	90.4714285714286	3642.39	35.3714285714286
3646.29	90.3285714285714	3646.29	30.6571428571429
3650.18	89.1285714285714	3650.18	30.5285714285714
3654.08	89.4714285714286	3654.08	34.6571428571429
3657.97	89.2714285714286	3657.97	36.2285714285714
3661.86	87.4714285714286	3661.86	32.0571428571429
3665.75	86.7285714285714	3665.75	33.5714285714286
3669.64	90.1714285714286	3669.64	35.5857142857143
3673.53	92.4	3673.53	36.6
3677.42	93.5857142857143	3677.42	32.7857142857143
3681.31	98.1142857142857	3681.31	38.4857142857143
3685.19	98.4571428571429	3685.19	38.5571428571429
3689.07	93.4428571428571	3689.07	34.3
3692.96	90.4285714285714	3692.96	29.5857142857143
3696.84	91.8	3696.84	35.0428571428571
3700.72	94.6142857142857	3700.72	36.9285714285714
3704.6	92.9857142857143	3704.6	30.9571428571429
3708.48	89.7571428571429	3708.48	29.9285714285714
3712.35	90.2	3712.35	31.8857142857143
3716.23	97.4142857142857	3716.23	32.9285714285714
3720.1	97.4714285714286	3720.1	30.4857142857143
3723.98	94.7571428571429	3723.98	35.1
3727.85	94.1428571428571	3727.85	35.8
3731.72	93.5714285714286	3731.72	33.6714285714286
3735.59	90.0571428571429	3735.59	31.6571428571429
3739.46	90.5142857142857	3739.46	34.1
3743.33	92.6	3743.33	34.6857142857143
3747.2	92.6	3747.2	32.7142857142857
3751.06	89.6857142857143	3751.06	35.3
3754.92	95.0857142857143	3754.92	35.9285714285714
3758.79	98.8571428571429	3758.79	32.7857142857143
3762.65	98.9714285714286	3762.65	29.0428571428571
3766.51	95.2	3766.51	34.0857142857143
3770.37	93.7142857142857	3770.37	35.4857142857143
3774.23	95.3428571428571	3774.23	32.9285714285714
3778.09	98.6571428571429	3778.09	33.4571428571429
3781.95	102.7	3781.95	37.2857142857143
3785.8	103.028571428571	3785.8	34.4142857142857
3789.65	103.071428571429	3789.65	29.5285714285714
3793.51	100	3793.51	32.0857142857143
3797.36	98.2142857142857	3797.36	34.2285714285714
3801.21	97.5857142857143	3801.21	31.6714285714286
3805.06	98.4142857142857	3805.06	31.8571428571429
3808.91	97.4571428571429	3808.91	37.4285714285714
3812.76	98.5	3812.76	37.1142857142857
3816.6	94.8142857142857	3816.6	27.0571428571429
3820.45	93.6	3820.45	28.3
3824.29	98.8	3824.29	33.7142857142857
3828.14	107.971428571429	3828.14	36.3
3831.98	101.9	3831.98	29.6285714285714
3835.82	94.5285714285714	3835.82	32.8
3839.66	95.1857142857143	3839.66	34.6285714285714
3843.5	101.314285714286	3843.5	33.3
3847.33	102.385714285714	3847.33	31.1142857142857
3851.17	98.5428571428572	3851.17	35.9428571428571
3855	100.657142857143	3855	38.8857142857143
3858.84	102.514285714286	3858.84	36.1285714285714
3862.67	102.914285714286	3862.67	35.2714285714286
3866.5	99.1142857142857	3866.5	35.1285714285714
3870.33	96.8714285714286	3870.33	32.1
3874.16	99.5142857142857	3874.16	28.6142857142857
3877.99	99.9	3877.99	34.7142857142857
3881.82	104.142857142857	3881.82	36.3428571428571
3885.65	102.971428571429	3885.65	33.3857142857143
3889.47	103.371428571429	3889.47	31.2142857142857
3893.29	106.185714285714	3893.29	37.5142857142857
3897.12	110.342857142857	3897.12	38.0285714285714
3900.94	105.871428571429	3900.94	34.6571428571429
3904.76	100.942857142857	3904.76	34
3908.58	106.257142857143	3908.58	36.2714285714286
3912.4	112.457142857143	3912.4	35.9714285714286
3916.22	113.914285714286	3916.22	34.4
3920.03	108.742857142857	3920.03	37.6428571428571
3923.84	108.457142857143	3923.84	36.7857142857143
3927.66	105.871428571429	3927.66	30.9714285714286
3931.47	105.614285714286	3931.47	30.0142857142857
3935.28	108.371428571429	3935.28	35.4285714285714
3939.09	114.157142857143	3939.09	35.9857142857143
3942.9	115.257142857143	3942.9	32.7571428571429
3946.71	112.785714285714	3946.71	36.0285714285714
3950.52	114.1	3950.52	37.4285714285714
3954.33	113.8	3954.33	35.0142857142857
3958.13	110.585714285714	3958.13	32.1285714285714
3961.93	108.671428571429	3961.93	36.7571428571429
3965.74	108.4	3965.74	35.7714285714286
3969.54	108.7	3969.54	33.2142857142857
3973.34	109.128571428571	3973.34	32.6142857142857
3977.14	111.142857142857	3977.14	37.2428571428571
3980.94	112.985714285714	3980.94	34.4285714285714
3984.73	113.857142857143	3984.73	32.0285714285714
3988.53	112.214285714286	3988.53	36.4
3992.33	115.257142857143	3992.33	40.2857142857143
3996.12	114.328571428778	3996.12	38.2428571432829
3999.91	112.042857143097	3999.91	30.9142857142724
