'Id: "" Comment: "" Operator: "Lab Manager" Anode: "Cu" Scantype: "Coupled TwoTheta/Theta" TimePerStep: "1" 
5.0001	10.827
5.0301	30.637
5.0601	4.125
5.0901	0.000
5.1201	1.877
5.1501	0.943
5.1801	0.642
5.2101	4.692
5.2401	-0.912
5.2701	21.750
5.3001	15.237
5.3301	11.665
5.3601	26.024
5.3901	30.548
5.4201	14.979
5.4501	9.365
5.4801	-2.336
5.5101	13.305
5.5401	36.971
5.5701	12.141
5.6001	-3.507
5.6301	14.065
5.6601	19.649
5.6901	19.072
5.7201	28.949
5.7501	18.424
5.7801	9.008
5.8101	15.280
5.8401	10.919
5.8701	10.127
5.9001	-8.316
5.9301	0.401
5.9601	19.571
5.9901	7.410
6.0201	2.291
6.0501	13.831
6.0801	8.358
6.1101	23.150
6.1401	34.694
6.1701	4.188
6.2001	-9.740
6.2301	5.538
6.2601	38.940
6.2901	31.465
6.3201	9.199
6.3501	0.192
6.3801	19.614
6.4101	15.093
6.4401	17.996
6.4701	18.543
6.5001	21.738
6.5301	11.716
6.5601	15.057
6.5901	0.542
6.6201	10.215
6.6501	6.274
6.6801	5.744
6.7101	2.189
6.7401	2.986
6.7701	4.170
6.8001	4.707
6.8301	-10.304
6.8601	5.872
6.8901	25.465
6.9201	19.562
6.9501	18.192
6.9801	4.369
7.0101	9.938
7.0401	23.076
7.0701	10.918
7.1001	-5.430
7.1301	17.439
7.1601	19.587
7.1901	16.663
7.2201	34.539
7.2501	50.505
7.2801	52.303
7.3101	61.095
7.3401	63.271
7.3701	61.770
7.4001	78.231
7.4301	96.150
7.4601	91.364
7.4901	108.728
7.5201	125.968
7.5501	132.602
7.5801	158.302
7.6101	195.166
7.6401	228.418
7.6701	271.002
7.7001	284.812
7.7301	322.580
7.7601	397.587
7.7901	485.092
7.8201	552.558
7.8501	625.239
7.8801	688.615
7.9101	720.854
7.9401	719.821
7.9701	687.515
8.0001	570.222
8.0301	463.456
8.0601	378.439
8.0901	270.561
8.1201	153.115
8.1501	127.561
8.1801	121.490
8.2101	110.132
8.2401	102.654
8.2701	91.774
8.3001	58.675
8.3301	86.410
8.3601	118.483
8.3901	114.518
8.4201	117.549
8.4501	132.014
8.4801	139.991
8.5101	144.124
8.5401	164.383
8.5701	171.889
8.6001	211.389
8.6301	272.840
8.6601	313.149
8.6901	336.929
8.7201	375.892
8.7501	421.847
8.7801	473.379
8.8101	514.591
8.8401	536.326
8.8701	543.396
8.9001	494.924
8.9301	442.113
8.9601	385.680
8.9901	334.453
9.0201	307.811
9.0501	309.028
9.0801	280.874
9.1101	251.121
9.1401	241.030
9.1701	198.992
9.2001	139.579
9.2301	111.590
9.2601	92.154
9.2901	54.671
9.3201	50.084
9.3501	54.459
9.3801	43.191
9.4101	31.981
9.4401	28.454
9.4701	24.736
9.5001	20.194
9.5301	11.939
9.5601	9.331
9.5901	21.834
9.6201	7.989
9.6501	5.890
9.6801	12.800
9.7101	16.383
9.7401	16.546
9.7701	38.313
9.8001	25.472
9.8301	13.224
9.8601	6.998
9.8901	17.900
9.9201	26.242
9.9501	28.610
9.9801	12.753
10.0101	4.601
10.0401	6.527
10.0701	13.053
10.1001	14.728
10.1301	5.846
10.1601	-5.740
10.1901	-7.868
10.2201	6.543
10.2501	2.395
10.2801	-4.420
10.3101	-2.042
10.3401	-0.065
10.3701	-4.466
10.4001	4.210
10.4301	0.506
10.4601	-14.557
10.4901	-4.703
10.5201	9.528
10.5501	11.895
10.5801	10.732
10.6101	11.011
10.6401	-0.729
10.6701	10.219
10.7001	6.462
10.7301	3.710
10.7601	14.898
10.7901	23.677
10.8201	0.000
10.8501	4.109
10.8801	19.093
10.9101	14.876
10.9401	7.799
10.9701	16.605
11.0001	18.708
11.0301	18.218
11.0601	20.649
11.0901	13.754
11.1201	7.835
11.1501	0.922
11.1801	-1.771
11.2101	0.026
11.2401	-2.423
11.2701	-11.993
11.3001	-6.788
11.3301	-4.518
11.3601	-3.388
11.3901	-4.068
11.4201	-3.612
11.4501	-6.002
11.4801	-0.054
11.5101	14.408
11.5401	30.316
11.5701	26.747
11.6001	32.462
11.6301	35.801
11.6601	32.398
11.6901	49.900
11.7201	67.014
11.7501	69.961
11.7801	84.391
11.8101	112.968
11.8401	122.525
11.8701	141.111
11.9001	139.832
11.9301	117.128
11.9601	95.215
11.9901	85.981
12.0201	58.379
12.0501	49.833
12.0801	43.306
12.1101	30.001
12.1401	20.447
12.1701	10.182
12.2001	-2.780
12.2301	9.794
12.2601	12.663
12.2901	12.796
12.3201	10.921
12.3501	19.224
12.3801	24.194
12.4101	27.272
12.4401	19.384
12.4701	42.083
12.5001	49.345
12.5301	49.682
12.5601	43.781
12.5901	28.559
12.6201	2.156
12.6501	10.805
12.6801	12.391
12.7101	-4.324
12.7401	-9.356
12.7701	-3.275
12.8001	2.227
12.8301	-2.114
12.8601	-3.390
12.8901	1.727
12.9201	14.204
12.9501	1.548
12.9801	-8.956
13.0101	-3.735
13.0401	21.850
13.0701	37.006
13.1001	32.908
13.1301	27.820
13.1601	36.449
13.1901	54.772
13.2201	58.117
13.2501	44.220
13.2801	38.817
13.3101	39.797
13.3401	16.651
13.3701	-8.081
13.4001	2.176
13.4301	3.978
13.4601	-10.913
13.4901	-5.329
13.5201	8.850
13.5501	-4.338
13.5801	-10.420
13.6101	-6.634
13.6401	1.878
13.6701	16.043
13.7001	25.226
13.7301	23.807
13.7601	16.113
13.7901	26.351
13.8201	55.165
13.8501	71.247
13.8801	71.728
13.9101	69.141
13.9401	62.978
13.9701	61.073
14.0001	67.861
14.0301	53.528
14.0601	19.994
14.0901	8.347
14.1201	17.275
14.1501	16.503
14.1801	2.617
14.2101	6.971
14.2401	11.867
14.2701	4.114
14.3001	-9.903
14.3301	11.972
14.3601	12.964
14.3901	24.133
14.4201	23.776
14.4501	21.908
14.4801	26.894
14.5101	69.307
14.5401	75.508
14.5701	81.950
14.6001	80.707
14.6301	90.381
14.6601	99.224
14.6901	108.459
14.7201	104.719
14.7501	105.730
14.7801	118.353
14.8101	100.427
14.8401	64.093
14.8701	73.847
14.9001	71.699
14.9301	36.638
14.9601	33.334
14.9901	30.094
15.0201	15.268
15.0501	16.925
15.0801	9.917
15.1101	6.036
15.1401	9.444
15.1701	-5.486
15.2001	3.923
15.2301	28.264
15.2601	31.256
15.2901	5.774
15.3201	19.172
15.3501	45.438
15.3801	58.746
15.4101	77.771
15.4401	109.526
15.4701	120.616
15.5001	113.776
15.5301	102.826
15.5601	117.677
15.5901	118.340
15.6201	83.163
15.6501	54.632
15.6801	51.412
15.7101	64.363
15.7401	71.158
15.7701	74.321
15.8001	75.816
15.8301	97.751
15.8601	126.204
15.8901	132.097
15.9201	110.881
15.9501	110.382
15.9801	105.135
16.0101	95.210
16.0401	78.363
16.0701	50.989
16.1001	37.315
16.1301	37.730
16.1601	22.013
16.1901	15.781
16.2201	24.510
16.2501	13.542
16.2801	1.840
16.3101	2.348
16.3401	12.802
16.3701	19.316
16.4001	15.653
16.4301	2.114
16.4601	9.422
16.4901	28.415
16.5201	43.228
16.5501	35.163
16.5801	24.698
16.6101	17.593
16.6401	14.714
16.6701	15.878
16.7001	2.104
16.7301	-10.742
16.7601	-7.618
16.7901	1.733
16.8201	-16.409
16.8501	-15.120
16.8801	-2.235
16.9101	3.070
16.9401	-1.793
16.9701	16.614
17.0001	4.496
17.0301	12.499
17.0601	22.133
17.0901	24.955
17.1201	14.238
17.1501	33.356
17.1801	60.169
17.2101	69.701
17.2401	57.146
17.2701	59.651
17.3001	64.519
17.3301	52.633
17.3601	37.196
17.3901	25.706
17.4201	15.673
17.4501	5.481
17.4801	3.280
17.5101	11.161
17.5401	10.270
17.5701	19.383
17.6001	22.520
17.6301	38.591
17.6601	35.379
17.6901	39.001
17.7201	37.205
17.7501	44.128
17.7801	53.747
17.8101	53.864
17.8401	32.533
17.8701	35.316
17.9001	36.881
17.9301	25.673
17.9601	10.585
17.9901	-0.677
18.0201	-5.472
18.0501	-2.894
18.0801	-5.136
18.1101	10.268
18.1401	7.006
18.1701	-7.261
18.2001	-2.623
18.2301	11.906
18.2601	7.448
18.2901	9.454
18.3201	5.965
18.3501	-6.403
18.3801	-7.909
18.4101	-0.687
18.4401	7.961
18.4701	5.497
18.5001	-1.573
18.5301	9.797
18.5601	5.557
18.5901	-16.173
18.6201	-9.551
18.6501	4.896
18.6801	4.346
18.7101	6.253
18.7401	3.673
18.7701	18.856
18.8001	21.940
18.8301	14.103
18.8601	24.843
18.8901	36.429
18.9201	21.790
18.9501	21.225
18.9801	22.149
19.0101	27.691
19.0401	46.134
19.0701	63.812
19.1001	51.585
19.1301	51.654
19.1601	89.198
19.1901	110.195
19.2201	107.682
19.2501	101.901
19.2801	85.562
19.3101	84.962
19.3401	80.081
19.3701	78.588
19.4001	63.251
19.4301	45.250
19.4601	44.393
19.4901	71.751
19.5201	48.821
19.5501	46.484
19.5801	40.454
19.6101	40.801
19.6401	20.672
19.6701	26.473
19.7001	16.805
19.7301	21.675
19.7601	18.975
19.7901	28.750
19.8201	30.558
19.8501	22.986
