x Temperature-80um x Temperature-50um x Temperature-20um
cm C cm C cm C
0.80807993936801 581.352808 0.808079027696857 587.225732 0.808077983719295 593.995874
0.818180938610111 581.3052 0.818180015543067 587.19613 0.818178958515786 593.98147
0.828281937852211 581.257532 0.828281003389278 587.166345 0.828279933312277 593.967004
0.838382937094311 581.209863 0.838381991235489 587.136621 0.838380908108769 593.9526
0.848483936336411 581.162256 0.8484829790817 587.106958 0.84848188290526 593.938135
0.858584935578511 581.114648 0.85858396692791 587.077234 0.858582857701751 593.92373
0.868685934820611 581.06698 0.868684954774121 587.047449 0.868683832498242 593.910364
0.878786934062711 581.019312 0.878785942620332 587.017786 0.878784807294733 593.895044
0.888887933304812 580.971704 0.888886930466542 586.988 0.888885782091225 593.880762
0.898988932546912 580.924036 0.898987918312753 586.958276 0.898986756887716 593.866418
0.909089931789012 580.876367 0.909088906158964 586.928613 0.909087731684207 593.852197
0.919190931031112 580.828699 0.919189894005174 586.898889 0.919188706480698 593.837915
0.929291930273212 580.781091 0.929290881851385 586.869165 0.929289681277189 593.823572
0.939392929515312 580.733423 0.939391869697596 586.839441 0.939390656073681 593.809351
0.949493928757412 580.685754 0.949492857543807 586.809717 0.949491630870172 593.795068
0.959594927999513 580.638147 0.959593845390017 586.780054 0.959592605666663 593.780725
0.969695927241613 580.590479 0.969694833236228 586.750269 0.969693580463154 593.766504
0.979796926483713 580.542871 0.979795821082439 586.720605 0.979794555259645 593.752222
0.989897925725813 580.495264 0.989896808928649 586.690881 0.989895530056137 593.737939
0.999998924967913 580.447595 0.99999779677486 586.661157 0.999996504852628 593.723718
